name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
woven-field-3001,10,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1128224571.3782003,"[68346537.271859, 27099396.246333, 35748230.939569995, 1704313.306921, 27278093.062949, 24032348.72239, 8275348.08, 30592632.915638, 9618435.743644, 47152373.753311, 63780294.21286, 4201205.751944, 13658876.058097, 12820332.233747002, 20272045.604048997, 15616846.083019, 17997480.652476, 15199189.118676, 36525095.50918601, 30159456.699277, 3744810.951139, 1493578.225951, 1000551.420648, 1139143.947372, 1105342.987006, 1317394.3005729998, 912393.81756, 980559.78093, 1262133.6658229998, 1888298.953395, 1236808.2224180002, 1121395.601594, 1117430.2220019998, 1215744.4135979998, 962473.975109, 1134363.082878, 1124700.350221, 1181246.793611, 1016641.012912, 887852.022141, 4457847.270106, 4294763.763391, 4779433.327062, 4384479.453141999, 4465835.722781999, 4501158.342443, 4314240.934369, 4370472.533357, 4344666.968863, 4420057.601605, 4737817.684041999, 4408513.101046, 4445515.460792999, 4413499.374493, 4384855.137720999, 4383295.736759, 4405147.257734, 4454653.836371, 4378589.303286, 4373709.6025559995, 9744655.462705, 50099520.372312, 17754859.532993, 48785525.722038, 11919648.041983, 15137251.713812, 26369486.982701004, 24571750.291773997, 45192079.460953, 45855156.824292, 5390308.692946001, 12863065.564251, 5053389.924097, 7554609.841501, 49562172.91138, 60826201.937717, 15565639.152848998, 26705078.021497, 12317111.401104, 12317111.400548]"
silvery-voice-3000,70,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1220032673.9202068,"[79563047.58275399, 78622747.11381899, 60164280.55717501, 14941032.234174997, 111497276.562145, 21178785.188052, 45619090.166625, 82955637.79994796, 181452093.906291, 36137582.127566, 44410401.767955, 130540543.002503, 11861568.932769, 17566005.001522, 54494229.88474199, 78039010.53716901, 22174094.170564, 120336761.521265, 14541714.284652997, 13936771.578514997]"
devout-pond-2999,3,0.05,2e-06,tpch_static_1_MAB,0.8,0,99988112.983027,"[4388976.017787, 3943444.277866, 4087214.793262, 3943444.103626, 3937149.542978, 3937113.553475001, 3937212.333284, 3943444.103958, 4087214.793708, 3943440.103015, 4087214.792981, 3943440.102883, 3937212.333059, 3937212.333382, 3937212.333331001, 3943444.103721, 3937212.333774, 3838742.883369, 3937212.333304, 3937141.133374, 4087143.593227, 4087143.593611, 4076674.033754, 4064828.343321, 4087625.112977]"
colorful-snowball-2998,8,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1127524067.4977715,"[68346537.276791, 27099396.247321997, 35748230.940992, 1704313.313847, 27278093.067854, 24032348.722958, 8275348.077069, 30592632.914102, 9618435.744256, 47152373.754164, 63780294.214476, 4201205.749674, 14049522.755276, 12423034.22417, 19600976.043702, 15616846.08301, 17863672.29056, 15180695.173428, 36491642.382029004, 30281480.444325004, 3744810.953884, 1493578.2304029998, 1000551.423415, 1139143.949849, 1105342.989529, 1317394.3031199998, 912393.814817, 1754902.8228739998, 1252728.8827989998, 1093232.832322, 1246687.77153, 1120171.2324870003, 1108944.282351, 1215744.408142, 952618.587957, 1126282.121236, 1123198.761931, 1191311.5728079998, 1025134.95372, 897961.1417380001, 4457847.269917, 4294763.762292, 4779433.326455, 4384479.459040999, 4465835.721871999, 4501158.341676, 4314240.932011999, 4370472.528196, 4624422.988441999, 4420057.609256, 4462246.519939999, 4473754.208965999, 4380274.34849, 4413499.375015, 4384855.135036999, 4383295.73778, 4339906.145238, 4389412.725134, 4443830.4052369995, 4373709.587664, 9744655.442153, 50099520.336432, 17754859.517319, 48785525.704274, 12368622.640188, 15135532.857392, 25922666.281037003, 24573904.184364, 45189925.540203, 45853002.89983, 5392462.589374001, 12863065.550978, 4968782.340774001, 7762101.599809, 49562168.000552, 60824048.016936995, 15565639.138401998, 26706651.498376, 12317111.388698, 12317111.386103]"
wise-gorge-2996,70,0.05,2e-05,tpch_static_1_MAB,0.8,0,98578199.009933,"[4388976.019767, 3943444.292672, 4087214.802663, 3943444.113226, 3937149.552335, 3937113.562028001, 3937212.342042001, 3850583.791791, 3937113.308633001, 3838766.952486001, 3937212.283001001, 3943444.113403, 3937236.402853001, 3937236.402793001, 3793461.71236, 3937236.402499001, 3937236.402321001, 3937236.4029760007, 3937236.402319001, 3937236.4023680007, 3937236.402681001, 3937236.403450001, 3937236.417556001, 3793461.71542, 3937236.406290001]"
splendid-yogurt-2997,50,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1220032674.464764,"[79563047.60350898, 78622747.143262, 60164280.62055601, 14941032.271697996, 111497276.564957, 21178785.226837, 45619090.201369, 82955637.83339596, 181452093.928146, 36137582.131044, 44410401.76890399, 130540543.009315, 11861568.970139, 17566005.037066, 54494229.896268986, 78039010.562859, 22174094.205829, 120336761.563969, 14541714.322723998, 13936771.602916]"
eternal-feather-2995,5,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1126505178.406641,"[68346537.28414801, 27099396.269938, 35748230.942202, 1704313.308274, 27278093.064912, 24032348.724129, 8275348.09131, 30592632.929443, 9618435.738751, 47577410.415948994, 63780294.21516799, 3504422.544109, 13012419.834728, 11734497.681243, 19545794.000727996, 15532851.430952, 17923336.013280004, 15199189.123901, 36650615.934461, 30109108.626928, 3744810.954122, 1493578.2883429998, 1000551.426894, 1139143.9436819998, 1863598.883718, 1325880.241814, 918345.82124, 980559.781411, 1262133.668353, 1101718.772122, 1238201.831999, 1129881.541992, 1117430.2160079998, 2341813.001674, 952618.591162, 1126282.120882, 1124700.351857, 1191311.5713689998, 1024917.901193, 827041.360448, 4457847.267752999, 4294763.755709, 4779433.324329, 4384479.452209999, 4465835.721426, 4501158.348057, 4314240.925647999, 4896897.597901, 4345321.217086, 4485214.623233, 4462162.418753, 4473670.113465999, 4380190.263613, 4409742.163566, 4381090.02575, 4448536.846867, 4336232.726832001, 4385739.736739, 4439803.466694999, 4435253.548082999, 9744655.444393998, 50099520.333145, 17754859.517198, 48785525.708754, 11919648.028514, 15137251.720489, 25920512.379666, 24573331.405256, 45192079.44823299, 45853002.896897, 5392462.5869350005, 12863065.550474, 4968782.357531001, 7760336.846864001, 49562167.996372, 60824048.016346, 15565639.136597998, 26706656.266634, 12317111.386256, 12317111.391532]"
swept-pyramid-2994,50,0.05,2e-05,tpch_static_1_MAB,0.8,0,98578198.999287,"[4388976.021404, 3943444.332635, 4087214.805254, 3943444.113778, 3937149.554576, 3937113.5628440008, 3937212.342809001, 3850583.792579, 3937113.312555001, 3838766.9536000006, 3937212.283769001, 3943444.113919, 3937236.4037140007, 3937236.403204001, 3793461.712701, 3937236.4038300007, 3937236.4002860007, 3937236.394407001, 3937236.394374001, 3937236.394624001, 3937236.4059020006, 3937236.3954290007, 3937236.3957210006, 3793461.709999, 3937236.395374001]"
rich-salad-2993,25,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1220032674.0574849,"[79563047.58263299, 78622747.09931399, 60164280.55593101, 14941032.233000996, 111497276.52908202, 21178785.184814, 45619090.165022, 82955637.80012196, 181452093.891941, 36137582.125212, 44410401.769787, 130540543.005324, 11861568.934058, 17566005.023276, 54494229.89669599, 78039010.56234701, 22174094.205996, 120336761.559428, 14541714.327273997, 13936771.606226996]"
wandering-hill-2992,25,0.05,2e-05,tpch_static_1_MAB,0.8,0,98578199.23263398,"[4388976.028437001, 3943444.416214, 4087214.819671, 3943444.117084, 3937149.558196, 3937113.578981001, 3937212.343212, 3850583.8076550006, 3937113.336855001, 3838766.968539001, 3937212.2832260006, 3943444.113368, 3937236.403294001, 3937236.402572001, 3793461.712396001, 3937236.402927001, 3937236.404373001, 3937236.404654001, 3937236.404176001, 3937236.4042870007, 3937236.402440001, 3937236.402371001, 3937236.402919001, 3793461.712475, 3937236.4023120007]"
astral-valley-2991,3,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1126935340.316293,"[68346537.291454, 27099396.34063, 35748230.964607, 1704313.398314, 27278093.110573, 24032348.772304, 8275348.105708, 30592632.952832, 10056707.553499, 47152373.804554, 63083511.03926099, 3504422.617448, 12878855.128743, 11714904.216692, 19476148.91786, 15386150.200606, 17859603.761742, 16368324.733729, 36592178.181712, 30208323.393202003, 3744810.974384001, 1493578.2929409998, 1000551.439671, 1139143.965716, 1105343.005915, 1317394.3210299998, 912393.825918, 1754902.8227819998, 1252728.8846719998, 1093232.831267, 1246687.772905, 1120171.2318140003, 1108944.28138, 1215744.407959, 952618.588212, 1126282.121193, 1123198.760832, 1191311.570773, 1025134.950372, 897961.1405460001, 4457847.2684929995, 4294763.778371, 4779433.324795, 4384479.447133999, 4468614.640838, 4592531.397526001, 4339791.098212, 4831656.487737, 4409033.252203, 4419973.514478001, 4396921.319638, 4404755.916379, 4376517.235383, 4939856.020192999, 4911318.211026999, 4909649.7113729995, 4401321.050747, 4464782.850657, 4439969.608353999, 4435253.560191999, 9744655.460165998, 50099520.370731, 17754859.54072, 48785525.721165, 11919648.041218, 15137251.720834, 25920512.379910003, 24573331.399593, 45192079.459865995, 45853002.909551, 5392462.600011, 12863065.560093, 4968782.360353, 7598899.199376, 49562168.010099, 60824048.01844299, 15565639.137487998, 26706656.271887, 12317111.398181, 12317111.387126]"
floral-deluge-2990,15,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1220032674.2639182,"[79563047.58619198, 78622747.095847, 60164280.55954101, 14941032.230616996, 111497276.530636, 21178785.185032003, 45619090.163896, 82955637.79921396, 181452093.893244, 36137582.124606006, 44410401.767941, 130540543.00559402, 11861568.935953, 17566005.009985, 54494229.90854999, 78039010.585529, 22174094.230337996, 120336761.58889, 14541714.398380997, 13936771.663931996]"
legendary-water-2989,15,0.05,2e-05,tpch_static_1_MAB,0.8,0,98578199.06109402,"[4388976.059775, 3943444.29163, 4087214.797362, 3943444.125532, 3937149.56008, 3937113.565122001, 3937212.345598, 3850583.7954830006, 3937113.312649001, 3838766.953111001, 3937212.282788001, 3943444.113137, 3937236.403211001, 3937236.402466001, 3793461.712436, 3937236.4023970007, 3937236.402388001, 3937236.402487001, 3937236.402371001, 3937236.402433001, 3937236.4023450008, 3937236.402357001, 3937236.409052001, 3793461.712483001, 3937236.4024010007]"
swift-frog-2988,10,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1219120112.945011,"[79563047.59394099, 78622747.166678, 60164280.710217014, 14941032.287618997, 111497276.591344, 21178785.251529004, 45619090.224186, 82955637.85242397, 181452093.95521203, 36137582.168417, 44410401.810468, 130540543.049265, 11861568.968652, 17465200.387342997, 53108457.801844984, 78075451.319029, 22170057.959036, 120333316.711685, 14541218.627397, 14482322.508723997]"
breezy-bush-2987,70,0.3,2e-07,tpcds_shifting_1_MAB_80,0.1,0,1123266933.963802,"[68346537.269059, 27099396.247619, 35748230.947163, 1704313.311585, 27278093.068296, 24032348.725752, 8275348.081252, 30592632.918126, 9618435.750945998, 47152373.773149, 63780294.23357099, 4201205.765982, 13658876.065443, 11734907.895123, 19612786.383601, 15619029.262965, 17955863.13986, 15154661.727263, 36606387.780114, 30283663.616762, 2219867.426963, 1493578.33148, 1000551.4472, 1139143.972135, 1105343.021492, 1317394.3409049998, 912393.845964, 980559.804908, 1262133.7297599998, 1093232.855818, 1246687.797219, 1129881.561247, 1107814.552858, 1215744.4853579998, 953988.06373, 1134768.089895, 1124700.3726960002, 1199797.58471, 1035183.70628, 906447.11375, 4457847.295915999, 4359920.847215, 4417316.734249, 4384597.528287, 4400712.732877, 4501276.410982001, 4379103.601945, 4370590.599582, 4345523.369637, 4420175.672198, 4397123.4768, 4408631.163848, 4380392.409638999, 4413617.439878, 4384973.201920999, 4383497.872816999, 4340108.284493, 4389118.36304, 4378791.434385, 4373911.717324, 9744655.449969, 50099520.356251, 17754859.521821, 48785525.72112, 11919648.034344, 15137251.710552, 25920512.369288, 24573331.393272, 45192079.457894, 45853002.90029, 5392462.598618001, 12863065.553831, 5055543.828533, 7760336.848854001, 49562168.007246, 60824048.034857, 15565639.200217998, 26705078.042841997, 12317111.402898, 12319265.306072]"
amber-durian-2986,10,0.05,2e-05,tpch_static_1_MAB,0.8,0,97265772.098628,"[4388976.022398001, 3943444.280437, 4087214.793196, 3943444.103325, 3937149.543360001, 3937113.553584001, 3937212.333311, 3850583.783028001, 3937113.302731001, 3838766.9427140006, 3943444.103693, 3940357.454002, 3796590.7906630007, 3940365.480096, 3940365.479732, 3790363.012947, 3790363.013181, 3790363.013043, 3790363.013159, 3790363.01353, 3790363.013774, 3790363.013274, 3790363.01304, 3790363.013254, 3790363.013156]"
royal-music-2985,8,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1216031759.892309,"[79563047.57517399, 78622747.16957699, 60164280.64508801, 14941032.280959995, 111497276.646799, 21178785.252247, 45619090.222157, 82955637.85420896, 181452093.979146, 36137582.175844, 44410401.89453299, 130540543.04542102, 10415183.220635, 17016163.355729, 53108457.836878985, 78075451.318984, 22170057.968638, 120388852.893912, 14541218.627775, 13233855.928602]"
jumping-morning-2984,50,0.3,2e-07,tpcds_shifting_1_MAB_80,0.1,0,1123782567.5728424,"[68346537.255962, 27099396.250653997, 35748230.945144996, 1704313.307945, 27278093.071652, 24032348.748347, 8275348.105768001, 30592632.918681, 9618435.745142, 47152373.756828, 63780294.238685995, 4201205.778562, 13658876.07377, 11734907.917066, 19612786.412293, 15619029.256848002, 17955863.137522, 15154661.726514, 36606387.77915, 30283663.613631003, 2219867.4151600003, 1493578.3062339998, 1000551.442176, 1139143.970494, 1105343.0097649998, 1317394.321441, 912393.838676, 980559.800691, 1262133.69685, 1093232.851087, 1246687.795976, 1129881.56482, 1107814.551115, 1215744.4345979998, 953988.052399, 1134768.086246, 1124700.373055, 1199797.535784, 1035183.706396, 906447.106178, 4457847.296372999, 4359920.920717999, 4417316.735668001, 4384597.531223999, 4400712.680818, 4501276.410211001, 4379103.6035, 4370590.605257, 4345523.374431, 4420175.673124, 4397123.501099, 4408631.176960999, 4380392.400323, 4413617.422339, 4384973.177111999, 4909447.5698339995, 4339906.149285001, 4454653.839442, 4443830.406617999, 4438950.696802999, 9744655.446329998, 50099520.342618, 17754859.520233, 48785525.709657, 11919648.030371, 15137251.70953, 25920512.374797, 24573331.389267, 45192079.448647, 45853002.89861, 5392462.588123001, 12863065.548607, 5055543.820388, 7554609.828397, 49562167.997767, 60824048.014948, 15565639.138152998, 26705078.007973, 12319265.29844, 12317111.38954]"
absurd-frog-2983,8,0.05,2e-05,tpch_static_1_MAB,0.8,0,97217368.166512,"[4388976.033931, 3943444.281383, 4087214.793436, 3943444.103324, 3937149.544624, 3937113.553119001, 3937212.333683, 3850583.7835130007, 3937113.303064001, 3943444.104453, 3940357.453804, 3796590.783057001, 3940365.473461, 3940365.473428, 3790363.013509, 3790363.013428, 3790363.013345, 3790363.013328, 3790363.013255, 3790363.013187, 3790363.013488, 3790363.013658, 3790363.013543, 3790363.013988, 3790363.013503]"
colorful-waterfall-2982,5,0.001,2e-05,tpcds_random_10_MAB_rep20_round20,0.5,0,1216952298.7051902,"[79563047.58297698, 78622747.159238, 60164280.64451601, 14941032.331691995, 111497276.58075202, 21178785.257722, 45619090.205654, 82955637.83667897, 181452093.941876, 36137582.164712, 48344609.12328099, 129682969.231262, 11103126.627393, 17465200.401823997, 53557697.02078499, 78750994.67831199, 20079946.116672993, 120389325.140673, 13559617.783924, 11887238.875245]"
icy-wood-2981,25,0.3,2e-07,tpcds_shifting_1_MAB_80,0.1,0,1124599027.1223445,"[68346537.27603, 27099396.244599, 35748230.94297, 1704313.306801, 27278093.063824, 24032348.722979, 8275348.077016001, 30592632.918405, 9618435.744693, 47152373.753369, 63780294.21406599, 4201205.755395, 13658876.064511, 11734907.892997, 19612786.363782, 15619029.232739002, 17955863.112822, 15154661.704098, 36606387.753381, 30283663.590465, 2219867.389547, 1493578.234977, 1000551.422257, 1139143.9473, 1105342.988143, 1317394.3025839997, 912393.818083, 980559.78428, 1262133.672424, 1093232.833014, 1246687.770904, 1129881.541502, 1107814.518529, 2341813.025587, 952618.610312, 1126282.136097, 1124700.350452, 1191311.571932, 1025134.957349, 897889.6192940001, 4457847.319317999, 4359920.833782, 4417316.7309880005, 4384597.539441, 4400712.678313999, 4501276.407748001, 4379103.597217, 4370590.598211, 4345523.369644, 4420175.668076, 4397123.470572, 4408631.157318999, 4380392.414786999, 4413617.4374319995, 4384973.196773999, 4383497.889076999, 4340108.299535, 4389118.377809, 4378791.447419999, 4373911.739043999, 9744655.46756, 50099520.390092, 17754859.546531, 48785525.749163, 11919648.072335, 15137251.725458, 26369487.002311, 24571750.334848, 45192079.465781994, 45855156.82688, 5390308.698832001, 12863065.570604, 5055543.837231, 7555916.070057999, 49562168.018699, 60824048.033695, 15565639.158538995, 26705078.025223, 12317111.408417, 12319265.318069]"
smooth-valley-2980,5,0.05,2e-05,tpch_static_1_MAB,0.8,0,97070617.87037095,"[4388976.0316550005, 3943444.273965, 4087214.794228, 3943444.104544, 3937149.543684, 3937113.553245001, 3937212.3334, 3850583.783119001, 3943444.1044, 3940357.454219, 3796590.783891, 3940365.474194, 3940365.47624, 3790363.013209, 3790363.013243, 3790363.013063, 3790363.013132, 3790363.013135, 3790363.013505, 3790363.013412, 3790363.013374, 3790363.013241, 3790363.013397, 3790363.01346, 3790363.013416]"
