name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
rare-energy-3038,70,0.05,2e-07,tpch_static_1_MAB,0.8,0,98534153.32367302,"[4388976.016878, 3943444.299092, 4087214.802723, 3943444.116036, 3937149.552333, 3937113.561999001, 3937212.342247, 3850583.802441001, 3937113.3172150007, 3838766.9565380006, 3937212.284033001, 3937212.283893001, 3838766.9548960007, 3991924.9030050007, 3943444.114259, 3937212.288690001, 3937212.347622, 3937212.34507, 3793437.6576, 3937212.347139, 3937212.347286, 3937212.343845001, 3937212.343004, 3937212.342945, 3793437.652884]"
faithful-flower-3036,10,0.001,2e-07,tpcds_random_10_MAB_rep20_round20,0.5,0,1218499436.144451,"[79563047.58967198, 78622747.29189399, 60164280.64310001, 14941032.292663995, 111497276.574242, 21178785.382451, 45619090.348353, 82955637.91655396, 181452094.026149, 36137582.293719, 44410401.89757, 130540543.110139, 11861569.078979, 17566005.292522, 53561321.083202995, 78086918.02692801, 22174094.212346997, 120391943.621913, 14541218.614152, 13233846.847899996]"
flowing-yogurt-3037,50,0.05,2e-07,tpch_static_1_MAB,0.8,0,98534154.047411,"[4388976.039566, 3943444.412964, 4087214.828184, 3943444.148731, 3937149.554716, 3937113.562779001, 3937212.346725, 3850583.792788, 3937113.3248280007, 3838766.9725910006, 3937212.317434001, 3937212.3041380006, 3838766.976905001, 3991924.950900001, 3943444.145783, 3937212.3249670006, 3937212.382672, 3937212.364321, 3793437.681932, 3937212.368951, 3937212.385792, 3937212.369542, 3937212.378886, 3937212.388808, 3793437.722508]"
drawn-firefly-3035,25,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1125823543.5787325,"[68346537.270618, 27099396.244944, 35748230.937194, 1704313.308779, 27278093.064113, 24032348.723261, 8275348.076292001, 30592632.915222, 9618435.74671, 47152373.754399, 63780294.214784, 4201205.753273, 13658876.062338, 11734907.891863, 19612786.358919, 15619029.23235, 17955863.113479, 15154661.703731, 36606387.749822, 30283663.592406, 2219867.3892570003, 1493578.237613, 1000551.4230609998, 1139143.949025, 1105342.988587, 1317394.2976389998, 2089428.551888, 980559.781962, 1252728.8826179998, 1090985.289249, 1246768.168032, 1130002.1405580002, 1107883.09203, 1206610.8327729998, 952582.653056, 1125365.193284, 1123839.133286, 1189837.334899, 1025259.693063, 896482.7637349999, 4457847.273643, 4820763.552429, 4417114.575046, 4706574.76645, 4465751.651005, 4501074.266419999, 4314156.862175, 4435629.552641, 4345321.212436001, 4419973.512680001, 4396921.314060001, 4408429.003834, 4380190.2576129995, 4413415.300079, 4384771.066059, 4383295.749899, 4339906.155538, 4389412.729653001, 4464565.936697999, 4438950.732115, 9744655.475856, 50099520.410867006, 18201680.271877, 48783371.869681, 11921802.0279, 15137251.798748, 25920512.763546, 24573331.655585, 45192080.098860994, 45853003.585279, 5392462.910149001, 12863065.578046, 5053389.918392, 7762101.618708, 49560508.663087, 60826201.946729, 15565639.155865995, 26705078.024894, 12317111.412426, 12317111.411651]"
cool-sponge-3034,25,0.05,2e-07,tpch_static_1_MAB,0.8,0,98534153.04522195,"[4388976.034917001, 3943444.278495, 4087214.793206, 3943444.103357, 3937149.543089, 3937113.552519001, 3937212.333154, 3850583.7822850007, 3937113.302904001, 3838766.942647001, 3937212.2739630006, 3937212.273567001, 3838766.9429200008, 3991924.892689001, 3943444.103945, 3937212.273555001, 3937212.33301, 3937212.333107, 3793437.643522, 3937212.333297, 3937212.332869, 3937212.333087001, 3937212.33318, 3937212.333004, 3793437.642934]"
cool-pine-3033,8,0.001,2e-07,tpcds_random_10_MAB_rep20_round20,0.5,0,1219120111.7178018,"[79563047.57491899, 78622747.09381099, 60164280.55474901, 14941032.229366995, 111497276.526759, 21178785.184166003, 45619090.16256, 82955637.79692197, 181452093.892039, 36137582.125626005, 44410401.767179, 130540543.00291102, 11861568.929571, 17465200.337126996, 53108457.741300985, 78075451.244384, 22170057.900771, 120333316.639191, 14541218.554432, 14482322.460016998]"
exalted-field-3032,15,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1126503648.0685291,"[68346537.292401, 27099396.24581, 35748230.942015, 1704313.307587, 27278093.065205, 24032348.723253, 8275348.084605, 30592632.916379, 9618435.743994, 47152373.75389701, 63780294.21468499, 4201205.75388, 13658876.063559, 11734907.896133, 19612786.362261, 15619029.235244002, 17955863.114724, 15154661.700644, 36865998.58580001, 30283663.59594, 3744810.953747001, 1493578.237949, 1000551.422361, 1139143.948956, 1105342.988363, 1317394.3068459998, 912393.817834, 980559.780756, 1262133.6717929998, 1093232.830768, 1246687.771269, 1129881.542322, 1107814.522293, 1215744.411406, 953988.031449, 1134768.061816, 1124700.351258, 1199797.510699, 1035183.681721, 906447.080854, 4457847.269770999, 4359920.782705, 4417316.7090960005, 4384597.504427, 4400712.662245, 4501276.392725, 4379103.577226, 4896897.604991999, 4345321.218927001, 4485214.627646999, 4462162.424597, 4473670.114615999, 4441758.346999999, 4474983.261756999, 4446339.221097, 4444863.187100999, 4401473.837557999, 4450980.843846, 4440156.292845999, 4435277.714865998, 9744655.44494, 50099520.339338005, 17754859.519634, 48785525.710163, 11919648.02828, 15137251.703849, 26369486.967558004, 24571750.276972, 45192079.447138, 45855156.806692, 5390308.678145001, 12863065.547979, 5053389.906888, 7554609.826597, 49562172.895981, 60826201.923375, 15565639.139129998, 26705078.008692, 12317111.390253, 12317111.389404]"
fanciful-rain-3031,15,0.05,2e-07,tpch_static_1_MAB,0.8,0,98534153.077696,"[4388976.053936, 3943444.273181, 4087214.794452, 3943444.104092, 3937149.545763, 3937113.552951001, 3937212.333501, 3850583.7835320006, 3937113.303884001, 3838766.944112001, 3937212.2750300006, 3937212.2735990006, 3838766.943519, 3991924.893197001, 3943444.104847, 3937212.273734001, 3937212.333391001, 3937212.33371, 3793437.64401, 3937212.334173, 3937212.333932, 3937212.333568, 3937212.333925, 3937212.333952, 3793437.643705]"
glowing-sun-3030,5,0.001,2e-07,tpcds_random_10_MAB_rep20_round20,0.5,0,1216031758.583812,"[79563047.59608999, 78622747.107596, 60164280.55996801, 14941032.232484996, 111497276.52958, 21178785.181339003, 45619090.164861, 82955637.80005796, 181452093.894664, 36137582.125413, 44410401.767703995, 130540542.996785, 10415183.162505995, 17016163.303298, 53108457.74010798, 78075451.242575, 22170057.899371997, 120388852.829315, 14541218.553441, 13233855.896654]"
zany-darkness-3029,10,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1128224571.0487509,"[68346537.272238, 27099396.245727997, 35748230.937058, 1704313.306595, 27278093.063577, 24032348.723014, 8275348.080444001, 30592632.921566, 9618435.745414, 47152373.754631, 63780294.214614995, 4201205.754861, 13658876.060995, 12820332.236213, 20272045.60531, 15616846.083915, 17997480.652948003, 15199189.119906, 36525095.51022301, 30159456.700452, 3744810.952066001, 1493578.238958, 1000551.421569, 1139143.9496139998, 1105342.98878, 1317394.3018919998, 912393.818602, 980559.781278, 1262133.6666829998, 1888298.952832, 1236808.221755, 1121395.601826, 1117430.221349, 1215744.4115779998, 962473.970994, 1134363.080669, 1124700.34849, 1181246.792588, 1016641.011933, 887852.0206619999, 4457847.270194, 4294763.761658, 4779433.32468, 4384479.452358999, 4465835.722445999, 4501158.342092999, 4314240.931984999, 4370472.532531, 4344666.967447, 4420057.600939, 4737817.679686, 4408513.098881, 4445515.458338999, 4413499.373184, 4384855.134651, 4383295.734659, 4405147.2536039995, 4454653.833804, 4378589.297506, 4373709.5884529995, 9744655.443596998, 50099520.337067, 17754859.516434, 48785525.707599, 11919648.027522, 15137251.703539, 26369486.969081003, 24571750.277414, 45192079.447832994, 45855156.80729, 5390308.677700001, 12863065.548244, 5053389.907622, 7554609.830206, 49562172.899212, 60826201.92545, 15565639.137968998, 26705078.007209, 12317111.387235, 12317111.387608]"
prime-dew-3028,10,0.05,2e-07,tpch_static_1_MAB,0.8,0,98578174.66205204,"[4388976.0212590005, 3943444.28276, 4087214.793285, 3943444.103555, 3937149.542935, 3937113.553017001, 3937212.333296001, 3850583.783708001, 3937113.303779001, 3838766.9438740006, 3937212.274257001, 3937212.273515001, 3943444.103813, 3937236.3939940007, 3937236.3934150008, 3793461.704042, 3937236.3939140006, 3937236.3987930007, 3937236.3936900008, 3937236.393270001, 3937236.393326001, 3937236.393441001, 3937236.393361001, 3937236.3939340007, 3793461.7038190006]"
good-serenity-3027,3,0.001,2e-07,tpcds_random_10_MAB_rep20_round20,0.5,0,1212892324.9070258,"[79563047.58524798, 78622747.101865, 60164280.55959201, 14941032.231539996, 111497276.529765, 21178785.186062004, 45619090.165412, 82955637.79856497, 181452093.88842705, 35254732.118488, 44891020.52735801, 129448467.379609, 12538666.134744998, 17465200.334057, 53557583.24238099, 78075464.383885, 20079596.74122899, 120384549.052652, 13559617.715913, 11643436.230233002]"
electric-eon-3026,8,0.05,2e-07,tpch_static_1_MAB,0.8,0,98578198.99548504,"[4388975.990622001, 3943444.312295, 4087214.805465, 3943444.110789, 3937149.555637, 3937113.562581001, 3937212.342515, 3850583.7926730006, 3937113.312273001, 3838766.953781001, 3937212.282406001, 3943444.113294, 3937236.4032390006, 3937236.402592001, 3793461.7125340006, 3937236.403058001, 3937236.4026720007, 3937236.4026640006, 3937236.4025750007, 3937236.402510001, 3937236.4026930006, 3937236.4089160007, 3937236.402758001, 3793461.7124990006, 3937236.402444001]"
sleek-feather-3025,8,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1127168605.6030557,"[68346537.27837001, 27099396.310926, 35748230.942165, 1704313.311932, 27278093.09211, 24032348.745106, 8275348.093743, 30592632.933247, 9618435.762828, 47152373.773453, 63780294.22606, 4849003.955038, 13658876.08735, 11664355.643778, 19578367.743171, 15550245.989644002, 17923336.02896, 15135457.983366, 36430743.635864, 29959891.264108, 3744810.97728, 1493578.2942839998, 1000551.440712, 1139143.968497, 1105342.995375, 2432886.26072, 908188.306561, 980559.780296, 1262133.666852, 1101718.770015, 1236808.2199640002, 1129881.540169, 1108944.280936, 1215744.4112979998, 962473.977291, 1126282.123052, 1123561.754847, 1189740.73281, 1035183.681888, 896345.9614270001, 4457847.270973, 4755522.432376, 4417114.573537, 4771899.951900999, 4465835.7169389995, 4657772.508303, 4339791.098063, 4831656.487618, 4345321.218127001, 4485214.624152, 4396921.315973001, 4404755.905619, 4376517.232003001, 4409742.158134, 4381098.1187700005, 4379622.07871, 4336232.730176001, 4385739.734461, 4464565.9092149995, 4439152.829506, 9742442.469736, 50099520.339184, 17754859.520155, 48785525.710649, 11919648.029827, 15137251.709341, 25920512.368577003, 24573331.388056997, 45192079.44794, 45853002.898981, 5392462.589581001, 12863065.549385, 4968782.349003, 7598899.189112, 49562167.998924, 60824048.018709995, 15565639.138521995, 26706656.269348, 12317111.389256, 12317111.388719]"
flowing-monkey-3024,70,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1219041986.4417157,"[79563047.58268899, 78622747.106778, 60164280.56112501, 14941032.240672996, 111497276.532448, 21178785.188047003, 45619090.170344, 82955637.80222397, 181452093.895338, 36137582.1272, 44410401.769231, 130540543.00481302, 11861568.936518, 17566005.000882998, 54494229.87026799, 79786279.33138901, 20083375.843310997, 120391943.561003, 14541714.287309997, 13234351.630123995]"
electric-sponge-3023,5,0.05,2e-07,tpch_static_1_MAB,0.8,0,97217368.192644,"[4388976.026157, 3943444.29003, 4087214.800364, 3943444.104935, 3937149.54377, 3937113.553443001, 3937212.334052, 3850583.784046, 3937113.303356001, 3943444.105488, 3940357.455026, 3796590.78429, 3940365.474408, 3940365.474902, 3790363.014539, 3790363.014516, 3790363.014288, 3790363.014074, 3790363.014287, 3790363.013899, 3790363.014495, 3790363.014938, 3790363.014603, 3790363.014475, 3790363.014263]"
clear-fog-3022,5,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1126505178.2718155,"[68346537.28358601, 27099396.247454, 35748230.93729, 1704313.308105, 27278093.066533, 24032348.724898, 8275348.086262001, 30592632.916217, 9618435.738374, 47577410.4142, 63780294.21511199, 3504422.543903, 13012419.832418, 11734497.678912, 19545793.99877, 15532851.429364, 17923336.012618, 15199189.123157, 36650615.932617, 30109108.621542003, 3744810.951514001, 1493578.234708, 1000551.422683, 1139143.944588, 1863598.887481, 1325880.2412, 918345.821038, 980559.780176, 1262133.6672979998, 1101718.771251, 1238201.830983, 1129881.540194, 1117430.215936, 2341813.000258, 952618.589929, 1126282.119872, 1124700.351088, 1191311.5708409995, 1024917.900672, 827041.3612670001, 4457847.270126, 4294763.763377001, 4779433.324994, 4384479.451488999, 4465835.721569, 4501158.341910999, 4314240.926867999, 4896897.598032, 4345321.225234001, 4485214.620016, 4462162.423764, 4473670.111850999, 4380190.251971, 4409742.151894, 4381090.026761, 4448536.847941, 4336232.728789001, 4385739.738007001, 4439803.468789998, 4435253.5480499985, 9744655.446035998, 50099520.334811, 17754859.517515, 48785525.708796, 11919648.030056, 15137251.709421, 25920512.367883, 24573331.38745, 45192079.44715399, 45853002.89798, 5392462.5896310005, 12863065.549135, 4968782.35017, 7760336.849736, 49562167.999786, 60824048.019797, 15565639.138913998, 26706656.269801, 12317111.40292, 12317111.399081]"
easy-frog-3021,50,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1219041987.0844278,"[79563047.59026298, 78622747.11646599, 60164280.62509401, 14941032.264258996, 111497276.56259, 21178785.226554003, 45619090.207928, 82955637.83078596, 181452093.931034, 36137582.164913, 44410401.79977799, 130540543.035665, 11861568.969509998, 17566005.035811998, 54494229.90377899, 79786279.36308801, 20083375.880821995, 120391943.599185, 14541714.325380998, 13234351.651520995]"
fluent-oath-3020,3,0.05,2e-07,tpch_static_1_MAB,0.8,0,99988113.230683,"[4388976.030130001, 3943444.304572, 4087214.802738, 3943444.112568, 3937149.552032, 3937113.561890001, 3937212.341771001, 3943444.112953, 4087214.803062, 3943440.112144, 4087214.802271, 3943440.112129, 3937212.342315001, 3937212.342249, 3937212.341619, 3943444.113071, 3937212.343053001, 3838742.892927, 3937212.342896001, 3937141.142415, 4087143.603146, 4087143.602374, 4076674.04236, 4064828.352212, 4087625.121786]"
morning-yogurt-3019,3,0.5,0.02,tpcds_shifting_1_MAB_80,0.1,0,1127078402.145522,"[68346537.270868, 27099396.352282997, 35748230.965099, 1704313.399016, 27278093.157542, 24032348.754474, 8275348.095764, 30653152.817307003, 9618435.776397, 46509057.0616, 63083511.03074999, 3504422.568308, 13012419.858356, 11644762.158726, 20919838.682914, 15616846.116348, 17863672.321175, 15071319.20738, 36499521.640091, 30204885.616745003, 3744810.983693, 1493578.3334829998, 1000551.4462539998, 1139143.9738059998, 1105343.004009, 2432886.3014680003, 908188.340197, 980559.809327, 1262133.6947239998, 1101718.79884, 1236808.2468210002, 1129881.56694, 1108944.308386, 1215744.426057, 2071477.820721, 1125349.113173, 1123561.751302, 1189740.732506, 1025134.951618, 896274.4217090001, 4457847.271428, 4360004.879743, 4779433.326268, 4319238.343055, 4465835.725969999, 4501158.337429999, 4405032.214083999, 4370472.539132, 4345405.309002001, 4420057.608686, 4397005.408861, 4408513.102880999, 4380190.2556529995, 4478656.395779999, 4384771.045659999, 4383295.738544, 4339906.143633001, 4916013.569116999, 4378589.298703, 4373709.583022, 9742442.476236, 50099520.339784, 17754859.519097, 48785525.710224, 11919648.024689, 15584510.830712, 25922666.28099, 24573336.170924, 45189925.53952, 45855156.80097701, 5390308.679838001, 12865219.461206, 5053389.909695, 7760336.844724, 50009486.605357, 60824048.033548, 15565639.155173998, 26705078.010905, 12317111.389574, 12317111.389519]"
electric-sun-3018,25,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1219041987.518657,"[79563047.57377899, 78622747.121356, 60164280.63499601, 14941032.293738997, 111497276.583755, 21178785.242858004, 45619090.247697, 82955637.85094796, 181452093.97611505, 36137582.185459, 44410401.81690499, 130540543.056888, 11861569.001032, 17566005.0715, 54494229.92490199, 79786279.390588, 20083375.901004996, 120391943.612128, 14541714.363752997, 13234351.669253996]"
breezy-cherry-3017,70,0.05,2e-06,tpch_static_1_MAB,0.8,0,98578174.64351,"[4388976.024109, 3943444.274405, 4087214.793688, 3943444.103811, 3937149.543148, 3937113.5530580007, 3937212.334305001, 3850583.782435, 3937113.304261001, 3838766.942739001, 3937212.2741010007, 3937212.2727740007, 3943444.103477, 3937236.393421001, 3937236.3926770007, 3793461.702774, 3937236.392773001, 3937236.3926300006, 3937236.3932500007, 3937236.3932330008, 3937236.393113001, 3937236.393476001, 3937236.393053001, 3937236.3933240008, 3793461.703475]"
cosmic-star-3015,50,0.05,2e-06,tpch_static_1_MAB,0.8,0,98578174.95221302,"[4388976.013031, 3943444.302758, 4087214.806317, 3943444.117607, 3937149.556984, 3937113.563771001, 3937212.345966, 3850583.7953710007, 3937113.315034001, 3838766.9573770007, 3937212.285666001, 3937212.283775001, 3943444.115689, 3937236.4059370006, 3937236.4050500006, 3793461.714628, 3937236.409046001, 3937236.4074750007, 3937236.4054610007, 3937236.406089001, 3937236.405855001, 3937236.406448001, 3937236.406165001, 3937236.405721001, 3793461.714992]"
neat-sun-3016,15,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1220032675.218024,"[79563047.57464598, 78622747.42604099, 60164280.796462014, 14941032.301988997, 111497276.612262, 21178785.258775003, 45619090.251146, 82955637.83811997, 181452093.934478, 36137582.17176701, 44410401.804244995, 130540543.046721, 11861568.974107, 17566005.041256, 54494229.90316999, 78039010.566705, 22174094.209878996, 120336761.561791, 14541714.334415996, 13936771.610047998]"
vibrant-donkey-3014,70,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1123266933.8955054,"[68346537.267391, 27099396.246102, 35748230.941523, 1704313.307904, 27278093.065313, 24032348.7236, 8275348.083544, 30592632.914841, 9618435.744446, 47152373.75354, 63780294.213442, 4201205.7541849995, 13658876.063479, 11734907.894861, 19612786.361808, 15619029.235221002, 17955863.116754, 15154661.706333, 36606387.75330901, 30283663.606469, 2219867.403187, 1493578.286622, 1000551.46496, 1139143.9701929998, 1105343.003581, 1317394.3234129995, 912393.833919, 980559.797657, 1262133.706715, 1093232.888421, 1246687.797226, 1129881.586686, 1107814.568569, 1215744.4353999998, 953988.080469, 1134768.106779, 1124700.388346, 1199797.538507, 1035183.706702, 906447.109659, 4457847.350187, 4359920.875332, 4417316.745672001, 4384597.5295669995, 4400712.677585, 4501276.414756, 4379103.597213, 4370590.65154, 4345523.368289, 4420175.6696460005, 4397123.470009, 4408631.159433, 4380392.409960999, 4413617.438486, 4384973.198177, 4383497.893532, 4340108.298804, 4389118.377367, 4378791.480698, 4373911.737327999, 9744655.452255, 50099520.438336, 17754859.536093, 48785525.726814, 11919648.043763, 15137251.725797, 25920512.421643, 24573331.41249, 45192079.46430799, 45853002.91482, 5392462.598316001, 12863065.556531, 5055543.818537001, 7760336.847142001, 49562167.997597, 60824048.017235994, 15565639.137231998, 26705078.007064, 12319265.29724, 12317111.387633]"
iconic-brook-3013,25,0.05,2e-06,tpch_static_1_MAB,0.8,0,98578174.908185,"[4388976.042695001, 3943444.338126, 4087214.80396, 3943444.114514, 3937149.553438, 3937113.563636001, 3937212.343596, 3850583.7927720007, 3937113.313079001, 3838766.953443001, 3937212.278165001, 3937212.2747240006, 3943444.11458, 3937236.405764001, 3937236.403877001, 3793461.7053430006, 3937236.3955640006, 3937236.397905001, 3937236.405644001, 3937236.4033710007, 3937236.402625001, 3937236.396725001, 3937236.406161001, 3937236.395191001, 3793461.703287]"
jumping-cosmos-3012,10,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1218499434.547579,"[79563047.57904899, 78622747.20279099, 60164280.62808301, 14941032.289094996, 111497276.578094, 21178785.259843003, 45619090.207839005, 82955637.84509596, 181452093.903746, 36137582.137408, 44410401.77495299, 130540543.03381202, 11861568.962998, 17566005.035184, 53561321.02632599, 78086917.83214301, 22174094.209978, 120391943.598108, 14541218.598178, 13233846.844854996]"
lyric-meadow-3011,50,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1124050055.065266,"[68346537.284522, 27099396.245789, 35748230.941667, 1704313.307705, 27278093.06486, 24032348.724129, 8275348.079052, 30592632.925519, 9618435.745189, 47152373.754523, 63780294.214067, 4201205.753335, 13658876.063526, 11734907.893667, 19612786.36133, 15619029.235147, 17955863.113298, 15154661.702415, 36606387.74886, 30283663.588809, 2219867.3894060003, 1493578.234546, 1000551.420362, 1139143.947467, 1105342.987253, 1317394.2999879995, 912393.817428, 980559.781947, 1262133.6712949998, 1093232.830201, 1246687.770306, 1129881.53967, 1107814.52036, 1215744.412409, 953988.032631, 1134768.061557, 1124700.351796, 1199797.511366, 1035183.68179, 906447.081431, 4457847.2716419995, 4359920.784252, 4417316.708953001, 4384597.504794, 4400712.661534, 4501276.391564, 4379103.581437, 4370590.582564999, 4345523.353212, 4420175.651965, 4397123.45715, 4408631.141239, 4380392.39186, 4413617.419051999, 4911318.210920999, 4383295.743236001, 4405147.260003, 4454653.835624999, 4443830.406285999, 4435277.715576999, 9744655.447092, 50099520.395857, 17754859.531987, 48785525.709924, 11919648.031411, 15137251.711134, 25920512.369003, 24573331.417586, 45192079.476147994, 45853002.927107, 5392462.610486001, 12863065.576208, 5055543.835963001, 7760336.870158001, 49562168.023347, 60824048.04312, 15565639.154220998, 26705078.033646, 12317111.409552, 12319265.327831]"
glamorous-vortex-3010,15,0.05,2e-06,tpch_static_1_MAB,0.8,0,98578174.634354,"[4388976.017329001, 3943444.272852, 4087214.793327001, 3943444.103473, 3937149.545032, 3937113.553341001, 3937212.332965, 3850583.78294, 3937113.303018001, 3838766.942739001, 3937212.273538001, 3937212.272692001, 3943444.103907, 3937236.3938600007, 3937236.393061001, 3793461.703100001, 3937236.3929170007, 3937236.392848001, 3937236.392931001, 3937236.3928590007, 3937236.393358001, 3937236.393398001, 3937236.3931490006, 3937236.3927580006, 3793461.702962]"
gentle-frost-3009,8,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1219120111.7255342,"[79563047.58347198, 78622747.096802, 60164280.555992015, 14941032.231606996, 111497276.530332, 21178785.185133003, 45619090.16496, 82955637.79856996, 181452093.89177305, 36137582.125285, 44410401.76765299, 130540543.000895, 11861568.926792, 17465200.336200997, 53108457.74024699, 78075451.24044201, 22170057.897552997, 120333316.639471, 14541218.554201998, 14482322.458151996]"
sweet-cherry-3008,25,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1123984912.8082852,"[68346537.281458, 27099396.29573, 35748230.958319, 1704313.322737, 27278093.078209, 24032348.737809, 8275348.087717, 30592632.914802, 9618435.744427, 47152373.753996, 63780294.213622995, 4201205.754709, 13658876.06541, 11734907.894466, 19612786.360578, 15619029.234396, 17955863.114835, 15154661.703968, 36606387.750894, 30283663.592221, 2219867.391044, 1493578.2381729998, 1000551.4208919998, 1139143.947253, 1105342.988442, 1317394.3014329998, 912393.81372, 1754902.8216069995, 1252728.880525, 1093232.831614, 1246687.774367, 1120171.234293, 1108944.283637, 1215744.41033, 952618.589222, 1126282.1225780002, 1123198.762796, 1191311.5736329998, 1025134.954941, 897961.1438760001, 4457847.272692, 4359920.795833999, 4417316.710922001, 4384597.507199, 4400712.662646, 4501276.3936910005, 4379103.582625, 4370590.582396, 4345523.352208001, 4420175.653193, 4397123.452845, 4408631.144102, 4380392.392994999, 4413617.423033, 4384973.186968999, 4383497.873777, 4340108.282767, 4389118.362998, 4378791.432324, 4373911.718911, 9744655.450008998, 50099520.340185, 17754859.518224, 48785525.710856, 11919648.030774, 15137251.711042, 25920512.370752003, 24573331.396967, 45192079.462377, 45853002.90076, 5392462.602556, 12863065.562429, 5055543.8318030005, 7760336.854954001, 49562168.011875, 60824048.030984, 15565639.155237, 26705078.023157, 12317111.402572, 12319265.311965]"
hearty-lake-3007,10,0.05,2e-06,tpch_static_1_MAB,0.8,0,98578198.78811903,"[4388976.042228, 3943444.278002, 4087214.797644, 3943444.10519, 3937149.543081, 3937113.552790001, 3937212.333078, 3850583.782892, 3937113.302890001, 3838766.9425360006, 3937212.2733320007, 3943444.104382, 3937236.3938520006, 3937236.3929420006, 3793461.702891001, 3937236.3927410007, 3937236.393050001, 3937236.3931010007, 3937236.393230001, 3937236.3933330006, 3937236.3932790007, 3937236.392860001, 3937236.392695001, 3793461.702914001, 3937236.3931860006]"
royal-moon-3006,5,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1216952297.475494,"[79563047.59717199, 78622747.096307, 60164280.54751201, 14941032.228367995, 111497276.529079, 21178785.186348, 45619090.167111, 82955637.79844196, 181452093.8941, 36137582.120218, 48344609.07704899, 129682969.19169502, 11103126.583657, 17465200.332535, 53557696.90775899, 78750994.61163999, 20079945.988108993, 120389325.068643, 13559617.71344, 11887238.83631]"
royal-donkey-3005,15,0.5,0.01,tpcds_shifting_1_MAB_80,0.1,0,1126498777.955626,"[68346537.255936, 27099396.301783, 35748230.960534, 1704313.326712, 27278093.083904, 24032348.743596, 8275348.091177001, 30592632.931214, 9618435.761135, 47152373.770409, 63780294.228089, 4201205.770221, 13658876.08087, 11734907.910573, 19612786.376821, 15619029.249889, 17955863.13016, 15154661.720188, 36606387.758879, 30528136.842295, 3744810.9709390006, 1493578.2810049998, 1000551.436499, 1139143.962929, 1105342.988414, 1317394.3130669997, 912393.833145, 980559.795784, 1262133.685325, 1093232.846637, 1246687.78604, 1129881.555996, 1107814.535435, 1215744.433126, 953988.046565, 1134768.075609, 1124700.3672230002, 1199797.526502, 1035183.691695, 906447.081471, 4457847.268964999, 4359920.800113999, 4417316.709399001, 4384597.5049169995, 4400712.661811, 4501276.39188, 4379103.582656, 4370590.576811, 4870673.894361, 4485416.777101001, 4462162.4223259995, 4473670.118202999, 4445431.365166999, 4478656.398599, 4450012.152553999, 4444863.1861229995, 4401473.833246, 4450980.845752, 4440156.291713999, 4435277.717306999, 9744655.442533, 50099520.333474, 17754859.517807, 48785525.713234, 11919648.030973, 15137251.704071, 26369486.968281005, 24571750.2779, 45192079.447646, 45855156.80753101, 5390308.677833, 12863065.548205, 5053389.907204, 7554609.828095, 49562172.899863, 60826201.924668, 15565639.137146998, 26705078.007159, 12317111.387614, 12317111.387591]"
pretty-plant-3004,8,0.05,2e-06,tpch_static_1_MAB,0.8,0,97265772.178081,"[4388976.010385, 3943444.278827, 4087214.793465, 3943444.103739, 3937149.543428, 3937113.553038001, 3937212.333452, 3850583.783279, 3937113.303667001, 3838766.9433940006, 3943444.104841, 3940357.4551010006, 3796590.783775, 3940365.474197, 3940365.474061, 3790363.023221, 3790363.022512, 3790363.022853, 3790363.023628, 3790363.025223, 3790363.023215, 3790363.023713, 3790363.026729, 3790363.024011, 3790363.024327]"
morning-eon-3003,3,0.001,2e-06,tpcds_random_10_MAB_rep20_round20,0.5,0,1212892325.550935,"[79563047.58112499, 78622747.133087, 60164280.61012801, 14941032.263506996, 111497276.566011, 21178785.223373003, 45619090.198726, 82955637.83373596, 181452093.92267, 35254732.156362, 44891020.56026301, 129448467.413706, 12538666.168892998, 17465200.370511, 53557583.27893499, 78075464.409104, 20079596.774176992, 120384549.084021, 13559617.751398, 11643436.251202002]"
magic-plasma-3002,5,0.05,2e-06,tpch_static_1_MAB,0.8,0,97070618.15525402,"[4388976.034581, 3943444.344332, 4087214.805409, 3943444.11531, 3937149.554430001, 3937113.562970001, 3937212.343549, 3850583.79341, 3943444.114844, 3940357.465562, 3796590.793915, 3940365.484226, 3940365.484727, 3790363.025039, 3790363.026764, 3790363.025879, 3790363.024982, 3790363.024699, 3790363.02372, 3790363.023836, 3790363.024012, 3790363.01495, 3790363.014741, 3790363.014882, 3790363.014485]"
