name,tau,delta1,delta2,exp_id,lambda,rounds,wandb_flag,rt_sum,rt_list
fragrant-silence-2197,25,0.1,0.002,tpch_static_1_MAB,0.5,0,,99837700.259049,"[4388976.066305, 3943444.275973, 4087214.794162, 3943444.103887, 3937149.54353, 3937113.5532110007, 3937212.333208, 3943444.105705, 4087214.794157, 3943440.103658, 4087214.7937, 3943440.103591, 3937212.333465, 3937212.333669, 3937212.333364, 3937212.333119, 3943444.103559, 3937212.333718, 3838742.8843, 3937212.333949, 3937141.133889, 4087143.593822, 4087143.59381, 4076674.033584001, 4064828.343714]"
stoic-snowflake-2194,15,0.1,0.002,tpch_static_1_MAB,0.5,0,,99837700.743348,"[4388976.016541, 3943444.291588, 4087214.796137, 3943444.104281, 3937149.543836, 3937113.553890001, 3937212.338316, 3943444.113764, 4087214.828673, 3943440.107293, 4087214.794715, 3943440.115386, 3937212.344528, 3937212.343341, 3937212.36827, 3937212.375879, 3943444.115802, 3937212.373717, 3838742.92709, 3937212.375637, 3937141.171356, 4087143.638376, 4087143.646833, 4076674.071526, 4064828.386573]"
fresh-dew-2193,10,0.1,0.002,tpch_static_1_MAB,0.5,0,,99837700.784191,"[4388976.045394001, 3943444.446047, 4087214.826607, 3943444.131974, 3937149.565683, 3937113.570765001, 3937212.352987, 3943444.122832, 4087214.808063, 3943440.11356, 4087214.803162, 3943440.115296, 3937212.343197, 3937212.343205, 3937212.343154, 3937212.342418, 3943444.114749, 3937212.36337, 3838742.91116, 3937212.363846, 3937141.151782, 4087143.607311, 4087143.602956, 4076674.042562001, 4064828.352111]"
sparkling-resonance-2190,8,0.1,0.002,tpch_static_1_MAB,0.5,0,,99988113.00484802,"[4388976.043252001, 3943444.275388, 4087214.793288, 3943444.103662, 3937149.543349, 3937113.553759001, 3937212.333065, 3943444.1054, 4087214.793545, 3943440.102605, 4087214.792875, 3943440.102651, 3937212.33321, 3937212.33413, 3937212.332751, 3943444.103363, 3937212.333253, 3838742.883281, 3937212.333053, 3937141.132988, 4087143.593214, 4087143.593803, 4076674.033185001, 4064828.34322, 4087625.112558]"
comfy-bird-2187,5,0.1,0.002,tpch_static_1_MAB,0.5,0,,100413830.94198205,"[4388976.033685001, 3943444.276237, 4087214.793471, 3943444.10347, 3937149.548193, 3937113.553815001, 3943444.104798, 4087214.795109, 3943440.104578, 4087214.793697001, 3943440.104068, 3937212.333567001, 3943444.104214, 3937212.333924, 3838742.883731, 3937212.333647, 3937141.133576, 4087143.593762, 4087143.593471, 4076674.0332570006, 4064828.343077, 4095202.803486, 4076674.033731001, 4076551.603815, 4076551.603603]"
peachy-microwave-2184,3,0.1,0.002,tpch_static_1_MAB,0.5,0,,100714678.844974,"[4388976.023504, 3943444.279432, 4087214.793718, 3943444.103754, 3937149.543582, 3943444.113535, 4087214.803502, 3943440.112302, 4087214.804075, 3943440.113988, 3943444.115264, 3937212.344404, 3838742.893388, 3937212.343345, 3937141.143746, 4087143.605059, 4087143.60281, 4095202.817425, 4087143.605012, 4076551.614489, 4076551.614864, 4076551.613862, 4076551.613203, 4076551.613029, 4076551.613682]"
effortless-sky-2182,70,0.1,0.02,tpch_static_1_MAB,0.5,0,,99837700.531875,"[4388976.0054790005, 3943444.344489, 4087214.803456, 3943444.113589, 3937149.552736, 3937113.562628001, 3937212.342388, 3943444.113767, 4087214.804904, 3943440.11265, 4087214.803154, 3943440.117374, 3937212.343076001, 3937212.342744, 3937212.343213, 3937212.347866, 3943444.119752, 3937212.347361, 3838742.899233, 3937212.349208, 3937141.160058, 4087143.603366, 4087143.603199, 4076674.0432310007, 4064828.352954]"
chocolate-elevator-2179,50,0.1,0.02,tpch_static_1_MAB,0.5,0,,99837700.222673,"[4388976.03316, 3943444.274436, 4087214.79373, 3943444.103809, 3937149.543343, 3937113.5533350008, 3937212.333711, 3943444.104584, 4087214.794460001, 3943440.103507, 4087214.793332, 3943440.103447, 3937212.333447001, 3937212.333294001, 3937212.333745, 3937212.333094, 3943444.104103, 3937212.334023, 3838742.883852, 3937212.333561, 3937141.133669, 4087143.593812, 4087143.593733, 4076674.033771, 4064828.343715]"
dandy-valley-2176,25,0.1,0.02,tpch_static_1_MAB,0.5,0,,99837700.204231,"[4388976.0190820005, 3943444.274773, 4087214.793574, 3943444.103744, 3937149.543186, 3937113.553299001, 3937212.333089, 3943444.103893, 4087214.794881, 3943440.103319, 4087214.793172, 3943440.102803, 3937212.333101, 3937212.333085001, 3937212.332898, 3937212.332644, 3943444.103875, 3937212.333964001, 3838742.883486, 3937212.333215, 3937141.133218, 4087143.593616, 4087143.594015, 4076674.033905, 4064828.344394]"
sage-firefly-2173,15,0.1,0.02,tpch_static_1_MAB,0.5,0,,99837700.207735,"[4388976.010745, 3943444.276875, 4087214.793992, 3943444.103809, 3937149.543502, 3937113.552896001, 3937212.332979, 3943444.104422, 4087214.794765, 3943440.103442, 4087214.793122, 3943440.103689, 3937212.333379, 3937212.333332, 3937212.333139001, 3937212.334122, 3943444.10476, 3937212.334675001, 3838742.884019, 3937212.334159, 3937141.135106, 4087143.594048, 4087143.594636, 4076674.034106, 4064828.344016]"
sandy-haze-2171,10,0.1,0.02,tpch_static_1_MAB,0.5,0,,99837700.469546,"[4388976.001352, 3943444.313154, 4087214.803701, 3943444.113431, 3937149.555105, 3937113.565987001, 3937212.342835, 3943444.114319, 4087214.804148, 3943440.113191, 4087214.803114, 3943440.112945, 3937212.343159, 3937212.34552, 3937212.343155, 3937212.343156, 3943444.113962, 3937212.343759, 3838742.893376, 3937212.343414, 3937141.143495, 4087143.60341, 4087143.612323, 4076674.044175, 4064828.35336]"
honest-shadow-2168,8,0.1,0.02,tpch_static_1_MAB,0.5,0,,99988113.32100402,"[4388976.026158, 3943444.362767, 4087214.804053, 3943444.113779, 3937149.553051001, 3937113.563344001, 3937212.343976, 3943444.114679, 4087214.806639, 3943440.114432, 4087214.803951, 3943440.113426, 3937212.343056, 3937212.344184001, 3937212.343674, 3943444.115427, 3937212.346205, 3838742.89554, 3937212.345021, 3937141.143279, 4087143.60105, 4087143.595567, 4076674.0440230006, 4064828.358693, 4087625.12503]"
swift-mountain-2166,5,0.1,0.02,tpch_static_1_MAB,0.5,0,,100413831.14726795,"[4388976.0178660005, 3943444.252324, 4087214.802419, 3943444.113227, 3937149.552972, 3937113.562235001, 3943444.113903, 4087214.807577001, 3943440.116493, 4087214.81007, 3943440.117993, 3937212.342983, 3943444.113667, 3937212.344164, 3838742.893385, 3937212.343697, 3937141.142926, 4087143.602956, 4087143.603068, 4076674.0431030006, 4064828.353206, 4095202.814238, 4076674.056054, 4076551.613705, 4076551.613037]"
misty-sun-2163,3,0.1,0.02,tpch_static_1_MAB,0.5,0,,100714678.637123,"[4388976.009163001, 3943444.273613, 4087214.793171, 3943444.103271, 3937149.542512, 3943444.103352, 4087214.793739, 3943440.104903, 4087214.793943001, 3943440.102781, 3943444.103188, 3937212.333462, 3838742.882794, 3937212.332907, 3937141.133482, 4087143.594047, 4087143.594121, 4095202.804906, 4087143.603419, 4076551.615978, 4076551.603592, 4076551.603787, 4076551.603384, 4076551.60377, 4076551.603838]"
fanciful-salad-2160,70,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070617.882377,"[4388976.039953001, 3943444.288857, 4087214.792958, 3943444.103777, 3937149.542583, 3937113.552629001, 3937212.333198, 3850583.784435, 3943444.104205, 3940357.453584001, 3796590.7833290007, 3940365.473336, 3940365.472712, 3790363.012888, 3790363.012923, 3790363.013144, 3790363.013172, 3790363.013208, 3790363.013175, 3790363.013236, 3790363.012954, 3790363.013216, 3790363.012988, 3790363.01298, 3790363.012937]"
devoted-firebrand-2158,50,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070618.082426,"[4388976.009293, 3943444.281286, 4087214.803409, 3943444.115092, 3937149.554872, 3937113.562506001, 3937212.342677, 3850583.791832001, 3943444.113628, 3940357.463685, 3796590.7941800007, 3940365.483922, 3940365.482832, 3790363.023018, 3790363.022565, 3790363.022643, 3790363.022703, 3790363.023806, 3790363.025014, 3790363.024314, 3790363.024324, 3790363.024132, 3790363.024192, 3790363.023558, 3790363.022943]"
fresh-wave-2155,25,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070617.875242,"[4388976.031471, 3943444.282351, 4087214.79408, 3943444.103749, 3937149.543266, 3937113.553593001, 3937212.3335, 3850583.782937001, 3943444.104003, 3940357.4538420006, 3796590.783101, 3940365.473381, 3940365.473016, 3790363.013528, 3790363.013953, 3790363.01386, 3790363.013358, 3790363.013079, 3790363.013293, 3790363.013166, 3790363.013379, 3790363.013701, 3790363.014541, 3790363.013701, 3790363.013393]"
polished-rain-2152,15,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070617.873053,"[4388976.048482001, 3943444.275252, 4087214.793456, 3943444.103366, 3937149.542899001, 3937113.552779001, 3937212.332621, 3850583.7823720006, 3943444.103143, 3940357.453704001, 3796590.783122, 3940365.473079, 3940365.47299, 3790363.012796, 3790363.012819, 3790363.01294, 3790363.012907, 3790363.013102, 3790363.013569, 3790363.013106, 3790363.012956, 3790363.012867, 3790363.012853, 3790363.01304, 3790363.012833]"
eager-sun-2149,10,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070617.86344498,"[4388976.027933001, 3943444.275392, 4087214.79325, 3943444.103602, 3937149.542953, 3937113.553329001, 3937212.333033, 3850583.7824380007, 3943444.105261, 3940357.453359, 3796590.7828540006, 3940365.473142, 3940365.47291, 3790363.013191, 3790363.012954, 3790363.013154, 3790363.017294, 3790363.013323, 3790363.013068, 3790363.013447, 3790363.013411, 3790363.013869, 3790363.013578, 3790363.013211, 3790363.013489]"
zany-spaceship-2146,8,0.1,0.01,tpch_static_1_MAB,0.5,0,,97070618.177732,"[4388976.031903001, 3943444.330098, 4087214.804111, 3943444.113534, 3937149.555691, 3937113.562921001, 3937212.343224, 3850583.7927080006, 3943444.115359, 3940357.4667520006, 3796590.795341, 3940365.486157, 3940365.483913, 3790363.024576, 3790363.023803, 3790363.024571, 3790363.023756, 3790363.023701, 3790363.023698, 3790363.023476, 3790363.024809, 3790363.033292, 3790363.024491, 3790363.023017, 3790363.02283]"
laced-mountain-2145,5,0.1,0.01,tpch_static_1_MAB,0.5,0,,100413831.50297,"[4388976.0340990005, 3943444.34982, 4087214.804319, 3943444.113651, 3937149.560595, 3937113.573168001, 3943444.114462, 4087214.846158, 3943440.1474, 4087214.812115, 3943440.120799, 3937212.344016, 3943444.137186, 3937212.351327, 3838742.90204, 3937212.345763, 3937141.146119, 4087143.613804, 4087143.604624, 4076674.077088, 4064828.358856, 4095202.831805, 4076674.045796, 4076551.635228, 4076551.632732]"
dulcet-leaf-2142,3,0.1,0.01,tpch_static_1_MAB,0.5,0,,100714678.798414,"[4388976.080185001, 3943444.290544, 4087214.796164, 3943444.11707, 3937149.558145, 3943444.105432, 4087214.795404, 3943440.104894, 4087214.794928, 3943440.104487, 3943444.105649, 3937212.335956, 3838742.885783, 3937212.334902, 3937141.134801, 4087143.594627, 4087143.594549, 4095202.813633, 4087143.607186, 4076551.604639, 4076551.604627, 4076551.604708, 4076551.60478, 4076551.612619, 4076551.612702]"
stoic-violet-2139,70,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98534153.04776302,"[4388976.030964, 3943444.261819, 4087214.793036, 3943444.103034, 3937149.553061, 3937113.553416001, 3937212.334111, 3850583.789114, 3937113.303367001, 3838766.9431580007, 3937212.273790001, 3937212.273331001, 3838766.943538001, 3991924.892918001, 3943444.104318, 3937212.2736360007, 3937212.333155, 3937212.333103, 3793437.643322, 3937212.33324, 3937212.333457, 3937212.333927, 3937212.333577, 3937212.333667, 3793437.643704]"
still-feather-2136,50,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98534153.050299,"[4388976.013683001, 3943444.273892, 4087214.793576, 3943444.103269, 3937149.543428, 3937113.553561001, 3937212.333486, 3850583.7828060007, 3937113.303248001, 3838766.9430010007, 3937212.2732950007, 3937212.272810001, 3838766.943015001, 3991924.893348001, 3943444.10453, 3937212.273817001, 3937212.333982, 3937212.334283, 3793437.644345, 3937212.33363, 3937212.334131, 3937212.334662, 3937212.334862, 3937212.342822, 3793437.652817]"
happy-energy-2134,25,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98534153.214814,"[4388976.034143001, 3943444.311019, 4087214.803647, 3943444.115633, 3937149.554348, 3937113.562267001, 3937212.342714001, 3850583.792448001, 3937113.312636001, 3838766.9523820006, 3937212.2837100006, 3937212.2830440006, 3838766.9530270007, 3991924.8955820007, 3943444.106295, 3937212.275577001, 3937212.335399, 3937212.335374001, 3793437.645295, 3937212.335338, 3937212.335135, 3937212.335021, 3937212.334969, 3937212.334944001, 3793437.644867]"
deft-puddle-2131,15,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98534153.064359,"[4388976.0298460005, 3943444.28951, 4087214.793381, 3943444.104245, 3937149.5432, 3937113.553305001, 3937212.333477, 3850583.783118, 3937113.303246001, 3838766.9436320006, 3937212.2734600008, 3937212.272440001, 3838766.942624001, 3991924.892122001, 3943444.103447, 3937212.272971001, 3937212.343263, 3937212.333418001, 3793437.643322, 3937212.33308, 3937212.333403, 3937212.333379, 3937212.333369, 3937212.333626, 3793437.643475]"
usual-tree-2128,10,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98578174.66334905,"[4388976.036022, 3943444.271571, 4087214.793933, 3943444.103484, 3937149.543329001, 3937113.553191001, 3937212.333565, 3850583.782969, 3937113.305221001, 3838766.9431620007, 3937212.274288001, 3937212.2732140007, 3943444.104781, 3937236.394431001, 3937236.3937400007, 3793461.703642, 3937236.393456001, 3937236.3935210006, 3937236.393379001, 3937236.393453001, 3937236.393985001, 3937236.3940560007, 3937236.393793001, 3937236.393454001, 3793461.703709]"
desert-dew-2126,8,0.05,2e-07,tpch_static_1_MAB,0.5,0,,98578199.02400105,"[4388976.027919, 3943444.3177, 4087214.795755, 3943444.10601, 3937149.551624, 3937113.557875001, 3937212.343831, 3850583.793263, 3937113.313118001, 3838766.9529360007, 3937212.2829650007, 3943444.11331, 3937236.4036440006, 3937236.4028210007, 3793461.712949, 3937236.404193001, 3937236.4035960007, 3937236.403852001, 3937236.4046240007, 3937236.404714001, 3937236.4047400006, 3937236.403146001, 3937236.403358001, 3793461.7136340006, 3937236.4024240007]"
peachy-terrain-2123,5,0.05,2e-07,tpch_static_1_MAB,0.5,0,,97217368.481514,"[4388975.993121, 3943444.377803, 4087214.803217, 3943444.116554, 3937149.553798, 3937113.562975001, 3937212.345381, 3850583.796644, 3937113.312772001, 3943444.116184, 3940357.4662890006, 3796590.794272, 3940365.482458, 3940365.483454, 3790363.023347, 3790363.023275, 3790363.024069, 3790363.024066, 3790363.024306, 3790363.027342, 3790363.028901, 3790363.026843, 3790363.027362, 3790363.023559, 3790363.023522]"
lemon-sound-2121,3,0.05,2e-07,tpch_static_1_MAB,0.5,0,,99988113.14768602,"[4388976.008282, 3943444.277151, 4087214.795358, 3943444.115221, 3937149.552780001, 3937113.563047001, 3937212.342209, 3943444.113387, 4087214.803751, 3943440.114437, 4087214.802582, 3943440.113358, 3937212.343962, 3937212.343013, 3937212.344194, 3943444.113631, 3937212.335372001, 3838742.885009, 3937212.335035001, 3937141.134856, 4087143.601969, 4087143.595337, 4076674.0385170006, 4064828.353216, 4087625.122012]"
logical-sea-2118,70,0.05,2e-06,tpch_static_1_MAB,0.5,0,,98578174.67380702,"[4388976.034995001, 3943444.278312, 4087214.793268, 3943444.103187, 3937149.543300001, 3937113.553032001, 3937212.332972, 3850583.782995001, 3937113.303155001, 3838766.942702001, 3937212.2735290006, 3937212.272606001, 3943444.10354, 3937236.393528001, 3937236.3930800008, 3793461.703245, 3937236.393051001, 3937236.393038001, 3937236.392959001, 3937236.393222001, 3937236.400227001, 3937236.4012410007, 3937236.3960700007, 3937236.393158001, 3793461.703395]"
colorful-sponge-2115,50,0.05,2e-06,tpch_static_1_MAB,0.5,0,,98578174.63757704,"[4388976.011116001, 3943444.273452, 4087214.794282, 3943444.104446, 3937149.54355, 3937113.553145001, 3937212.333156, 3850583.783291, 3937113.303052001, 3838766.943184, 3937212.274483001, 3937212.273910001, 3943444.103995, 3937236.3941640006, 3937236.393230001, 3793461.703925001, 3937236.3937400007, 3937236.393673001, 3937236.3934130007, 3937236.393530001, 3937236.393567001, 3937236.3934860006, 3937236.393232001, 3937236.3931300007, 3793461.703425]"
splendid-disco-2113,25,0.05,2e-06,tpch_static_1_MAB,0.5,0,,98578174.931368,"[4388976.046636, 3943444.296221, 4087214.806635, 3943444.114773, 3937149.555988, 3937113.562798001, 3937212.342873, 3850583.792939, 3937113.312941001, 3838766.952645001, 3937212.2834120006, 3937212.2820290006, 3943444.113557, 3937236.405287001, 3937236.403269001, 3793461.7129600006, 3937236.4028890007, 3937236.4028500007, 3937236.4029640006, 3937236.403525001, 3937236.4040840007, 3937236.403529001, 3937236.409569001, 3937236.403490001, 3793461.713505]"
flowing-wildflower-2110,15,0.05,2e-06,tpch_static_1_MAB,0.5,0,,98578174.670824,"[4388976.033471, 3943444.275796, 4087214.794241, 3943444.104113, 3937149.543257, 3937113.553236001, 3937212.338194, 3850583.783640001, 3937113.303482001, 3838766.9433150007, 3937212.274208001, 3937212.273102001, 3943444.104054, 3937236.393987001, 3937236.393846001, 3793461.704205, 3937236.393894001, 3937236.3941060007, 3937236.394202001, 3937236.3937520008, 3937236.3937710007, 3937236.393530001, 3937236.3938080007, 3937236.393739001, 3793461.7038750006]"
fast-waterfall-2107,10,0.05,2e-06,tpch_static_1_MAB,0.5,0,,98578198.78564502,"[4388976.043649, 3943444.274011, 4087214.793129, 3943444.103778, 3937149.543557, 3937113.5536390007, 3937212.333702, 3850583.7837450006, 3937113.303584001, 3838766.9431810006, 3937212.2735370006, 3943444.103671, 3937236.393824001, 3937236.393160001, 3793461.702753, 3937236.3930780008, 3937236.393269001, 3937236.392782001, 3937236.3935330007, 3937236.394452001, 3937236.3931630007, 3937236.3933700006, 3937236.393005001, 3793461.703163, 3937236.392910001]"
ruby-totem-2104,8,0.05,2e-06,tpch_static_1_MAB,0.5,0,,97265772.09162802,"[4388976.041551, 3943444.276812, 4087214.79312, 3943444.10286, 3937149.542933, 3937113.553069001, 3937212.333584, 3850583.783374, 3937113.303287001, 3838766.9426310007, 3943444.103296, 3940357.453523, 3796590.782776, 3940365.473713, 3940365.473728, 3790363.012656, 3790363.013405, 3790363.013093, 3790363.012893, 3790363.013206, 3790363.012989, 3790363.013348, 3790363.013235, 3790363.013709, 3790363.012837]"
serene-pine-2102,5,0.05,2e-06,tpch_static_1_MAB,0.5,0,,97070618.35649602,"[4388976.008388001, 3943444.338157, 4087214.805936, 3943444.120206, 3937149.577276, 3937113.577967001, 3937212.352002, 3850583.807427, 3943444.138122, 3940357.4653460006, 3796590.794374, 3940365.507927, 3940365.485112, 3790363.023152, 3790363.022948, 3790363.02302, 3790363.022587, 3790363.044402, 3790363.057823, 3790363.027408, 3790363.024265, 3790363.028849, 3790363.036559, 3790363.023989, 3790363.043254]"
desert-armadillo-2100,3,0.05,2e-06,tpch_static_1_MAB,0.5,0,,99988113.19609402,"[4388976.029814, 3943444.34664, 4087214.803435, 3943444.117382, 3937149.553973, 3937113.563458001, 3937212.345126, 3943444.114842, 4087214.80563, 3943440.114513, 4087214.803914, 3943440.113806, 3937212.343874001, 3937212.343347, 3937212.332226, 3943444.10356, 3937212.333686, 3838742.883374, 3937212.333557, 3937141.133921, 4087143.593636, 4087143.593186, 4076674.033122, 4064828.342962, 4087625.11311]"
sandy-wildflower-2097,70,0.05,2e-05,tpch_static_1_MAB,0.5,0,,98578198.764602,"[4388976.022689001, 3943444.276062, 4087214.793165, 3943444.10346, 3937149.542882, 3937113.553083001, 3937212.334054, 3850583.783189001, 3937113.303054001, 3838766.942862001, 3937212.273226001, 3943444.103546, 3937236.393629001, 3937236.393148001, 3793461.703779, 3937236.3933550008, 3937236.393135001, 3937236.3931610007, 3937236.3930760007, 3937236.393146001, 3937236.392993001, 3937236.393439001, 3937236.394196001, 3793461.7030850006, 3937236.3931880007]"
fallen-lion-2094,50,0.05,2e-05,tpch_static_1_MAB,0.5,0,,98578198.77463605,"[4388976.028456001, 3943444.279383, 4087214.794089, 3943444.103375, 3937149.542867, 3937113.552788001, 3937212.333026, 3850583.782944, 3937113.302506001, 3838766.9428420006, 3937212.2741260007, 3943444.103687, 3937236.3935330007, 3937236.392870001, 3793461.703278001, 3937236.393394001, 3937236.393197001, 3937236.393561001, 3937236.393915001, 3937236.393873001, 3937236.3936840007, 3937236.393480001, 3937236.3933680006, 3793461.70332, 3937236.3930740007]"
genial-breeze-2092,25,0.05,2e-05,tpch_static_1_MAB,0.5,0,,98578199.05848,"[4388976.028530001, 3943444.323689, 4087214.803103, 3943444.113436, 3937149.552489, 3937113.562319001, 3937212.342601, 3850583.792984, 3937113.313446001, 3838766.953311001, 3937212.2847210006, 3943444.114637, 3937236.4049130008, 3937236.402960001, 3793461.7126850006, 3937236.402557001, 3937236.402770001, 3937236.407739001, 3937236.4047110006, 3937236.402806001, 3937236.402601001, 3937236.4098800006, 3937236.403802001, 3793461.713185, 3937236.402605001]"
tough-water-2089,15,0.05,2e-05,tpch_static_1_MAB,0.5,0,,98578198.79523902,"[4388976.034067, 3943444.279217, 4087214.793144, 3943444.103294, 3937149.54316, 3937113.552701001, 3937212.332918, 3850583.782694, 3937113.303222001, 3838766.9429620006, 3937212.273319001, 3943444.103511, 3937236.3932460006, 3937236.392750001, 3793461.702796001, 3937236.3933470007, 3937236.401681001, 3937236.4012390007, 3937236.3936570007, 3937236.393001001, 3937236.393757001, 3937236.393460001, 3937236.394055001, 3793461.7039060006, 3937236.3941350006]"
zany-smoke-2086,10,0.05,2e-05,tpch_static_1_MAB,0.5,0,,97265772.08490404,"[4388976.028089001, 3943444.273026, 4087214.795990001, 3943444.103924, 3937149.543535, 3937113.552964001, 3937212.333221, 3850583.783308, 3937113.303297001, 3838766.943167001, 3943444.104526, 3940357.454399, 3796590.7838360006, 3940365.473426, 3940365.473456, 3790363.013371, 3790363.013338, 3790363.013804, 3790363.01363, 3790363.013446, 3790363.013379, 3790363.013279, 3790363.013444, 3790363.013564, 3790363.013485]"
prime-plant-2083,8,0.05,2e-05,tpch_static_1_MAB,0.5,0,,97217368.172464,"[4388976.04894, 3943444.275865, 4087214.79332, 3943444.10333, 3937149.543156, 3937113.552772001, 3937212.333054001, 3850583.782972001, 3937113.302583001, 3943444.103934, 3940357.456301, 3796590.7840960007, 3940365.473615, 3940365.473027, 3790363.013626, 3790363.013407, 3790363.01338, 3790363.012819, 3790363.013207, 3790363.013801, 3790363.013108, 3790363.013064, 3790363.013215, 3790363.012957, 3790363.012915]"
cosmic-tree-2080,5,0.05,2e-05,tpch_static_1_MAB,0.5,0,,97070618.151825,"[4388976.018642001, 3943444.335578, 4087214.799407, 3943444.118186, 3937149.555779, 3937113.564365001, 3937212.34378, 3850583.792758001, 3943444.11362, 3940357.46543, 3796590.79347, 3940365.484712, 3940365.48504, 3790363.029262, 3790363.028945, 3790363.015326, 3790363.022739, 3790363.022747, 3790363.02293, 3790363.023178, 3790363.02324, 3790363.023724, 3790363.023276, 3790363.022971, 3790363.02272]"
still-haze-2078,3,0.05,2e-05,tpch_static_1_MAB,0.5,0,,99988113.28500503,"[4388975.997819001, 3943444.32157, 4087214.803259, 3943444.113296, 3937149.558907, 3937113.567178001, 3937212.346637, 3943444.114741, 4087214.804598, 3943440.116262, 4087214.802739, 3943440.112445, 3937212.345925001, 3937212.346229001, 3937212.344738, 3943444.113564, 3937212.344289, 3838742.893975, 3937212.343868, 3937141.144292, 4087143.620357, 4087143.604859, 4076674.04396, 4064828.355329, 4087625.124169]"
avid-lion-2076,70,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97265772.372226,"[4388976.002147, 3943444.347748, 4087214.804804, 3943444.114308, 3937149.554023, 3937113.562085001, 3937212.342668, 3850583.791874, 3937113.311837001, 3838766.952538, 3943444.116878, 3940357.463922001, 3796590.7943330007, 3940365.48617, 3940365.483487, 3790363.024472, 3790363.023285, 3790363.023021, 3790363.022968, 3790363.022882, 3790363.022777, 3790363.022902, 3790363.03381, 3790363.024446, 3790363.022841]"
absurd-plasma-2073,50,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97265772.078774,"[4388976.026374, 3943444.272314, 4087214.793173, 3943444.103175, 3937149.542834, 3937113.552822001, 3937212.333205001, 3850583.782675, 3937113.302866001, 3838766.942845, 3943444.103373, 3940357.453649, 3796590.783184, 3940365.473716, 3940365.473653, 3790363.013475, 3790363.013894, 3790363.013759, 3790363.013847, 3790363.013758, 3790363.013743, 3790363.01405, 3790363.014015, 3790363.014219, 3790363.014156]"
fresh-galaxy-2070,25,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97265772.07628202,"[4388976.023345, 3943444.277206, 4087214.793512, 3943444.10374, 3937149.543695001, 3937113.553119001, 3937212.33347, 3850583.782850001, 3937113.303037001, 3838766.942832001, 3943444.103918, 3940357.4538170006, 3796590.783151, 3940365.47326, 3940365.473324, 3790363.013267, 3790363.013298, 3790363.013192, 3790363.013099, 3790363.012931, 3790363.013232, 3790363.013291, 3790363.013216, 3790363.013261, 3790363.013219]"
misty-bird-2068,15,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97265772.31660502,"[4388976.033024, 3943444.288835, 4087214.795292, 3943444.10624, 3937149.55251, 3937113.562713001, 3937212.342345, 3850583.792115001, 3937113.312312001, 3838766.951943001, 3943444.113264, 3940357.463287001, 3796590.793019, 3940365.483507, 3940365.484497, 3790363.023336, 3790363.023333, 3790363.023399, 3790363.023794, 3790363.02364, 3790363.023429, 3790363.023203, 3790363.023747, 3790363.030114, 3790363.023707]"
electric-pond-2065,10,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97265772.08478504,"[4388976.029204001, 3943444.272346, 4087214.794108, 3943444.104156, 3937149.543339, 3937113.553031001, 3937212.333806, 3850583.783262, 3937113.303202001, 3838766.942320001, 3943444.10469, 3940357.454009, 3796590.783512001, 3940365.473337, 3940365.473279, 3790363.013293, 3790363.013629, 3790363.013791, 3790363.013808, 3790363.013991, 3790363.013759, 3790363.013361, 3790363.014045, 3790363.013971, 3790363.013536]"
splendid-firefly-2062,8,0.05,0.0002,tpch_static_1_MAB,0.5,0,,97217368.184125,"[4388976.054262, 3943444.277761, 4087214.793179, 3943444.104227, 3937149.54284, 3937113.552926001, 3937212.33243, 3850583.782882, 3937113.302072001, 3943444.10407, 3940357.453894001, 3796590.7834680006, 3940365.473087, 3940365.473136, 3790363.014075, 3790363.013908, 3790363.013873, 3790363.013867, 3790363.014104, 3790363.014633, 3790363.014136, 3790363.01405, 3790363.014665, 3790363.013741, 3790363.012839]"
volcanic-firefly-2059,5,0.05,0.0002,tpch_static_1_MAB,0.5,0,,99988112.999766,"[4388976.009526, 3943444.275586, 4087214.793419, 3943444.103804, 3937149.544017, 3937113.553379001, 3937212.333627001, 3943444.104425, 4087214.794737001, 3943440.103761, 4087214.794084, 3943440.103667, 3937212.333466, 3937212.333582, 3937212.333052001, 3943444.104181, 3937212.335361, 3838742.88554, 3937212.334754, 3937141.134587, 4087143.59406, 4087143.594241, 4076674.033723, 4064828.345197, 4087625.12399]"
